"","HHID_panel","caste","jatis","cat_income","cat_assets","villageid","villagearea","sbd_annualincome","sbd_assets_noland","sbd_loanamount","sbd_dsr","sbd_dar","sbd_dsr","sbd_dar","sbd_assets_noland","sbd_annualincome","clust"
"285","NAT34","Middle","Vanniyar","T2 in.","T2 as.","NAT","Ur","Sta-Dec","Dec-Inc","Inc-Dec","Inc-Inc","Inc-Dec","sbd_dsr_Inc-Inc","sbd_dar_Inc-Dec","sbd_assets_noland_Dec-Inc","sbd_annualincome_Sta-Dec","2"
"286","NAT37","Dalits","SC","T1 in.","T2 as.","NAT","Colony","Dec-Inc","Dec-Inc","Inc-Dec","Dec-Dec","Inc-Dec","sbd_dsr_Dec-Dec","sbd_dar_Inc-Dec","sbd_assets_noland_Dec-Inc","sbd_annualincome_Dec-Inc","1"
"287","NAT38","Dalits","SC","T2 in.","T1 as.","NAT","Colony","Dec-Inc","Dec-Dec","Inc-Inc","Dec-Dec","Inc-Inc","sbd_dsr_Dec-Dec","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Dec","sbd_annualincome_Dec-Inc","4"
"288","NAT39","Upper","Rediyar","T3 in.","T3 as.","NAT","Ur","Sta-Dec","Inc-Inc","Inc-Inc","INC-INC","Inc-Inc","sbd_dsr_INC-INC","sbd_dar_Inc-Inc","sbd_assets_noland_Inc-Inc","sbd_annualincome_Sta-Dec","4"
"289","NAT4","Dalits","SC","T3 in.","T2 as.","NAT","Colony","Sta-Dec","Dec-Dec","Inc-Inc","INC-INC","Inc-Inc","sbd_dsr_INC-INC","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Dec","sbd_annualincome_Sta-Dec","4"
"290","NAT41","Middle","Vanniyar","T3 in.","T2 as.","NAT","Ur","Dec-Inc","Dec-Inc","Dec-Inc","Dec-Inc","Dec-Inc","sbd_dsr_Dec-Inc","sbd_dar_Dec-Inc","sbd_assets_noland_Dec-Inc","sbd_annualincome_Dec-Inc","3"
"291","NAT43","Middle","Vanniyar","T1 in.","T2 as.","NAT","Ur","Inc-Dec","Dec-Dec","Dec-Inc","Inc-Inc","Dec-Inc","sbd_dsr_Inc-Inc","sbd_dar_Dec-Inc","sbd_assets_noland_Dec-Dec","sbd_annualincome_Inc-Dec","3"
"292","NAT44","Dalits","SC","T2 in.","T2 as.","NAT","Colony","Dec-Inc","Inc-Inc","Inc-Inc","INC-INC","Dec-Dec","sbd_dsr_INC-INC","sbd_dar_Dec-Dec","sbd_assets_noland_Inc-Inc","sbd_annualincome_Dec-Inc","2"
"293","NAT45","Upper","Rediyar","T1 in.","T2 as.","NAT","Ur","Inc-Dec","Dec-Inc","Inc-Inc","Dec-Dec","Inc-Inc","sbd_dsr_Dec-Dec","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Inc","sbd_annualincome_Inc-Dec","2"
"294","NAT46","Dalits","SC","T3 in.","T1 as.","NAT","Colony","Dec-Inc","Inc-Inc","Inc-Inc","INC-INC","Inc-Inc","sbd_dsr_INC-INC","sbd_dar_Inc-Inc","sbd_assets_noland_Inc-Inc","sbd_annualincome_Dec-Inc","4"
"295","NAT47","Middle","Vanniyar","T1 in.","T2 as.","NAT","Ur","Inc-Dec","Inc-Inc","Inc-Dec","Dec-Dec","Dec-Dec","sbd_dsr_Dec-Dec","sbd_dar_Dec-Dec","sbd_assets_noland_Inc-Inc","sbd_annualincome_Inc-Dec","2"
"296","NAT48","Middle","Vanniyar","T1 in.","T3 as.","NAT","Ur","Sta-Dec","Inc-Inc","Inc-Inc","Inc-Inc","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Inc-Inc","sbd_annualincome_Sta-Dec","4"
"297","NAT49","Middle","Vanniyar","T3 in.","T1 as.","NAT","Ur","Inc-Dec","Dec-Inc","Inc-Inc","INC-INC","Inc-Dec","sbd_dsr_INC-INC","sbd_dar_Inc-Dec","sbd_assets_noland_Dec-Inc","sbd_annualincome_Inc-Dec","1"
"298","NAT5","Dalits","SC","T3 in.","T3 as.","NAT","Colony","Sta-Dec","Inc-Inc","Inc-Inc","INC-INC","Inc-Inc","sbd_dsr_INC-INC","sbd_dar_Inc-Inc","sbd_assets_noland_Inc-Inc","sbd_annualincome_Sta-Dec","4"
"299","NAT50","Dalits","SC","T2 in.","T1 as.","NAT","Colony","Inc-Dec","Inc-Inc","Dec-Inc","Inc-Inc","Dec-Inc","sbd_dsr_Inc-Inc","sbd_dar_Dec-Inc","sbd_assets_noland_Inc-Inc","sbd_annualincome_Inc-Dec","3"
"300","NAT51","Upper","Naidu","T2 in.","T2 as.","NAT","Ur","Dec-Inc","Inc-Inc","Inc-Inc","Inc-Inc","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Inc-Inc","sbd_annualincome_Dec-Inc","2"
"301","NAT6","Dalits","SC","T1 in.","T1 as.","NAT","Colony","Sta-Dec","Dec-Dec","Dec-Inc","Dec-Inc","Dec-Inc","sbd_dsr_Dec-Inc","sbd_dar_Dec-Inc","sbd_assets_noland_Dec-Dec","sbd_annualincome_Sta-Dec","3"
"302","NAT7","Middle","Vanniyar","T3 in.","T3 as.","NAT","Ur","Inc-Dec","Dec-Inc","Inc-Inc","Dec-Inc","Inc-Inc","sbd_dsr_Dec-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Inc","sbd_annualincome_Inc-Dec","3"
"303","NAT9","Middle","Vanniyar","T1 in.","T2 as.","NAT","Ur","Dec-Inc","Dec-Dec","Inc-Inc","INC-INC","Inc-Inc","sbd_dsr_INC-INC","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Dec","sbd_annualincome_Dec-Inc","4"
"304","ORA1","Middle","Vanniyar","T1 in.","T3 as.","ORA","Ur","Inc-Dec","Inc-Inc","Inc-Inc","Inc-Inc","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Inc-Inc","sbd_annualincome_Inc-Dec","2"
"305","ORA10","Middle","Navithar","T3 in.","T2 as.","ORA","Ur","Dec-Inc","Inc-Inc","Inc-Inc","Inc-Inc","Dec-Inc","sbd_dsr_Inc-Inc","sbd_dar_Dec-Inc","sbd_assets_noland_Inc-Inc","sbd_annualincome_Dec-Inc","3"
"306","ORA12","Dalits","Arunthathiyar","T1 in.","T1 as.","ORA","Colony","Inc-Dec","Dec-Dec","Inc-Inc","Inc-Inc","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Dec","sbd_annualincome_Inc-Dec","4"
"307","ORA14","Middle","Vanniyar","T1 in.","T2 as.","ORA","Ur","Inc-Dec","Inc-Inc","Inc-Dec","Dec-Dec","Dec-Dec","sbd_dsr_Dec-Dec","sbd_dar_Dec-Dec","sbd_assets_noland_Inc-Inc","sbd_annualincome_Inc-Dec","2"
"308","ORA15","Middle","Vanniyar","T3 in.","T2 as.","ORA","Ur","Inc-Dec","Inc-Inc","Inc-Inc","Inc-Inc","Dec-Dec","sbd_dsr_Inc-Inc","sbd_dar_Dec-Dec","sbd_assets_noland_Inc-Inc","sbd_annualincome_Inc-Dec","2"
"309","ORA17","Dalits","SC","T2 in.","T2 as.","ORA","Colony","Inc-Dec","Dec-Inc","Inc-Inc","Inc-Inc","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Inc","sbd_annualincome_Inc-Dec","2"
"310","ORA18","Middle","Vanniyar","T3 in.","T3 as.","ORA","Ur","Dec-Inc","Dec-Inc","Inc-Inc","Inc-Inc","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Inc","sbd_annualincome_Dec-Inc","2"
"311","ORA2","Dalits","SC","T1 in.","T1 as.","ORA","Colony","Inc-Dec","Dec-Inc","Dec-Inc","Inc-Inc","Dec-Inc","sbd_dsr_Inc-Inc","sbd_dar_Dec-Inc","sbd_assets_noland_Dec-Inc","sbd_annualincome_Inc-Dec","3"
"312","ORA21","Middle","Vanniyar","T2 in.","T1 as.","ORA","Ur","Inc-Dec","Inc-Inc","Inc-Dec","Sta-Dec","Dec-Dec","sbd_dsr_Sta-Dec","sbd_dar_Dec-Dec","sbd_assets_noland_Inc-Inc","sbd_annualincome_Inc-Dec","2"
"313","ORA22","Middle","Vanniyar","T2 in.","T2 as.","ORA","Ur","Dec-Inc","Dec-Inc","Inc-Dec","Sta-Dec","Inc-Dec","sbd_dsr_Sta-Dec","sbd_dar_Inc-Dec","sbd_assets_noland_Dec-Inc","sbd_annualincome_Dec-Inc","1"
"314","ORA23","Middle","Vanniyar","T2 in.","T3 as.","ORA","Ur","Inc-Dec","Inc-Inc","Dec-Inc","Dec-Inc","Dec-Inc","sbd_dsr_Dec-Inc","sbd_dar_Dec-Inc","sbd_assets_noland_Inc-Inc","sbd_annualincome_Inc-Dec","3"
"315","ORA24","Dalits","SC","T2 in.","T2 as.","ORA","Colony","Dec-Inc","Dec-Inc","Dec-Inc","Dec-Dec","Inc-Inc","sbd_dsr_Dec-Dec","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Inc","sbd_annualincome_Dec-Inc","2"
"316","ORA25","Middle","Vanniyar","T3 in.","T3 as.","ORA","Ur","Dec-Sta","Dec-Inc","Dec-Inc","Inc-Inc","Dec-Dec","sbd_dsr_Inc-Inc","sbd_dar_Dec-Dec","sbd_assets_noland_Dec-Inc","sbd_annualincome_Dec-Sta","3"
"317","ORA26","Dalits","SC","T3 in.","T3 as.","ORA","Colony","Sta-Dec","Dec-Dec","Inc-Inc","Inc-Inc","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Dec","sbd_annualincome_Sta-Dec","4"
"318","ORA27","Dalits","SC","T2 in.","T2 as.","ORA","Colony","Dec-Inc","Inc-Inc","Inc-Inc","Dec-Dec","Dec-Dec","sbd_dsr_Dec-Dec","sbd_dar_Dec-Dec","sbd_assets_noland_Inc-Inc","sbd_annualincome_Dec-Inc","2"
"319","ORA28","Dalits","SC","T2 in.","T2 as.","ORA","Colony","Dec-Inc","Inc-Inc","Dec-Inc","Dec-Inc","Dec-Dec","sbd_dsr_Dec-Inc","sbd_dar_Dec-Dec","sbd_assets_noland_Inc-Inc","sbd_annualincome_Dec-Inc","3"
"320","ORA29","Dalits","SC","T1 in.","T2 as.","ORA","Colony","Dec-Inc","Dec-Inc","Inc-Inc","Inc-Inc","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Inc","sbd_annualincome_Dec-Inc","2"
"321","ORA30","Middle","Vanniyar","T1 in.","T3 as.","ORA","Ur","Sta-Dec","Dec-Dec","Inc-Inc","INC-INC","Inc-Inc","sbd_dsr_INC-INC","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Dec","sbd_annualincome_Sta-Dec","4"
"322","ORA32","Dalits","SC","T3 in.","T2 as.","ORA","Colony","Inc-Dec","Dec-Inc","Inc-Inc","Inc-Inc","Dec-Dec","sbd_dsr_Inc-Inc","sbd_dar_Dec-Dec","sbd_assets_noland_Dec-Inc","sbd_annualincome_Inc-Dec","2"
"323","ORA33","Middle","Vanniyar","T2 in.","T1 as.","ORA","Ur","Inc-Dec","Inc-Inc","Inc-Inc","Inc-Inc","Dec-Dec","sbd_dsr_Inc-Inc","sbd_dar_Dec-Dec","sbd_assets_noland_Inc-Inc","sbd_annualincome_Inc-Dec","2"
"324","ORA35","Dalits","SC","T2 in.","T2 as.","ORA","Colony","Dec-Inc","Dec-Inc","Inc-Inc","Inc-Inc","Inc-Dec","sbd_dsr_Inc-Inc","sbd_dar_Inc-Dec","sbd_assets_noland_Dec-Inc","sbd_annualincome_Dec-Inc","2"
"325","ORA36","Middle","Vanniyar","T3 in.","T3 as.","ORA","Ur","Dec-Inc","Dec-Inc","Inc-Inc","Inc-Inc","Dec-Dec","sbd_dsr_Inc-Inc","sbd_dar_Dec-Dec","sbd_assets_noland_Dec-Inc","sbd_annualincome_Dec-Inc","2"
"326","ORA38","Middle","Padayachi","T2 in.","T2 as.","ORA","Ur","Dec-Inc","Inc-Inc","Inc-Dec","Sta-Dec","Dec-Dec","sbd_dsr_Sta-Dec","sbd_dar_Dec-Dec","sbd_assets_noland_Inc-Inc","sbd_annualincome_Dec-Inc","2"
"327","ORA39","Dalits","SC","T2 in.","T1 as.","ORA","Colony","Dec-Inc","Dec-Inc","Inc-Inc","Dec-Inc","Inc-Inc","sbd_dsr_Dec-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Inc","sbd_annualincome_Dec-Inc","3"
"328","ORA40","Dalits","SC","T1 in.","T2 as.","ORA","Colony","Inc-Dec","Dec-Inc","Inc-Inc","Inc-Inc","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Inc","sbd_annualincome_Inc-Dec","2"
"329","ORA41","Dalits","SC","T1 in.","T2 as.","ORA","Colony","Dec-Inc","Inc-Inc","Inc-Inc","Dec-Dec","Dec-Dec","sbd_dsr_Dec-Dec","sbd_dar_Dec-Dec","sbd_assets_noland_Inc-Inc","sbd_annualincome_Dec-Inc","2"
"330","ORA43","Dalits","SC","T2 in.","T2 as.","ORA","Colony","Dec-Inc","Dec-Inc","Inc-Inc","INC-INC","Inc-Inc","sbd_dsr_INC-INC","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Inc","sbd_annualincome_Dec-Inc","4"
"331","ORA44","Middle","Vanniyar","T3 in.","T3 as.","ORA","Ur","Dec-Sta","Dec-Inc","Inc-Inc","Inc-Inc","Dec-Dec","sbd_dsr_Inc-Inc","sbd_dar_Dec-Dec","sbd_assets_noland_Dec-Inc","sbd_annualincome_Dec-Sta","3"
"332","ORA45","Dalits","SC","T2 in.","T1 as.","ORA","Colony","Inc-Dec","Inc-Inc","Dec-Inc","Inc-Inc","Dec-Dec","sbd_dsr_Inc-Inc","sbd_dar_Dec-Dec","sbd_assets_noland_Inc-Inc","sbd_annualincome_Inc-Dec","2"
"333","ORA46","Dalits","SC","T2 in.","T2 as.","ORA","Colony","Dec-Inc","Dec-Dec","Inc-Inc","INC-INC","Inc-Inc","sbd_dsr_INC-INC","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Dec","sbd_annualincome_Dec-Inc","4"
"334","ORA47","Middle","Vanniyar","T1 in.","T3 as.","ORA","Ur","Dec-Inc","Inc-Inc","Inc-Inc","Dec-Dec","Dec-Dec","sbd_dsr_Dec-Dec","sbd_dar_Dec-Dec","sbd_assets_noland_Inc-Inc","sbd_annualincome_Dec-Inc","2"
"335","ORA48","Dalits","SC","T2 in.","T1 as.","ORA","Colony","Dec-Inc","Dec-Dec","Inc-Inc","INC-INC","Inc-Inc","sbd_dsr_INC-INC","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Dec","sbd_annualincome_Dec-Inc","4"
"336","ORA49","Dalits","SC","T2 in.","T2 as.","ORA","Colony","Inc-Dec","Dec-Inc","Inc-Inc","INC-INC","Inc-Inc","sbd_dsr_INC-INC","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Inc","sbd_annualincome_Inc-Dec","4"
"337","ORA51","Middle","Vanniyar","T1 in.","T3 as.","ORA","Colony","Sta-Dec","Dec-Inc","Dec-Inc","Dec-Dec","Dec-Dec","sbd_dsr_Dec-Dec","sbd_dar_Dec-Dec","sbd_assets_noland_Dec-Inc","sbd_annualincome_Sta-Dec","2"
"338","ORA52","Middle","Vanniyar","T3 in.","T3 as.","ORA","Ur","Inc-Dec","DEC-INC","Dec-Inc","Dec-Inc","Dec-Inc","sbd_dsr_Dec-Inc","sbd_dar_Dec-Inc","sbd_assets_noland_DEC-INC","sbd_annualincome_Inc-Dec","3"
"339","ORA8","Dalits","SC","T2 in.","T3 as.","ORA","Colony","Dec-Inc","Inc-Inc","Inc-Inc","INC-INC","Inc-Inc","sbd_dsr_INC-INC","sbd_dar_Inc-Inc","sbd_assets_noland_Inc-Inc","sbd_annualincome_Dec-Inc","4"
"340","ORA9","Middle","Vanniyar","T3 in.","T3 as.","ORA","Ur","Dec-Inc","Inc-Inc","Inc-Dec","Sta-Dec","Dec-Dec","sbd_dsr_Sta-Dec","sbd_dar_Dec-Dec","sbd_assets_noland_Inc-Inc","sbd_annualincome_Dec-Inc","2"
"341","SEM1","Middle","Muslims","T3 in.","T3 as.","SEM","Ur","Inc-Dec","Dec-Dec","Dec-Inc","Inc-Inc","Dec-Inc","sbd_dsr_Inc-Inc","sbd_dar_Dec-Inc","sbd_assets_noland_Dec-Dec","sbd_annualincome_Inc-Dec","3"
"342","SEM10","Upper","Chettiyar","T2 in.","T3 as.","SEM","Ur","Sta-Dec","Dec-Dec","Inc-Inc","Inc-Inc","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Dec","sbd_annualincome_Sta-Dec","4"
"343","SEM12","Dalits","SC","T3 in.","T1 as.","SEM","Colony","Inc-Dec","Inc-Inc","Inc-Inc","Dec-Inc","Dec-Dec","sbd_dsr_Dec-Inc","sbd_dar_Dec-Dec","sbd_assets_noland_Inc-Inc","sbd_annualincome_Inc-Dec","3"
"344","SEM13","Dalits","SC","T3 in.","T2 as.","SEM","Colony","Inc-Dec","Dec-Dec","Dec-Inc","Inc-Inc","Dec-Inc","sbd_dsr_Inc-Inc","sbd_dar_Dec-Inc","sbd_assets_noland_Dec-Dec","sbd_annualincome_Inc-Dec","3"
"345","SEM15","Dalits","SC","T1 in.","T1 as.","SEM","Colony","Dec-Inc","Inc-Inc","Inc-Inc","Inc-Inc","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Inc-Inc","sbd_annualincome_Dec-Inc","2"
"346","SEM16","Middle","Muslims","T3 in.","T3 as.","SEM","Ur","Dec-Inc","Inc-Inc","Inc-Inc","INC-INC","Inc-Inc","sbd_dsr_INC-INC","sbd_dar_Inc-Inc","sbd_assets_noland_Inc-Inc","sbd_annualincome_Dec-Inc","4"
"347","SEM17","Upper","Naidu","T3 in.","T2 as.","SEM","Ur","Inc-Dec","Inc-Inc","Dec-Inc","Inc-Inc","Dec-Inc","sbd_dsr_Inc-Inc","sbd_dar_Dec-Inc","sbd_assets_noland_Inc-Inc","sbd_annualincome_Inc-Dec","3"
"348","SEM18","Upper","Naidu","T2 in.","T1 as.","SEM","Ur","Inc-Dec","Dec-Inc","Dec-Inc","Dec-Dec","Dec-Inc","sbd_dsr_Dec-Dec","sbd_dar_Dec-Inc","sbd_assets_noland_Dec-Inc","sbd_annualincome_Inc-Dec","3"
"349","SEM19","Dalits","SC","T3 in.","T1 as.","SEM","Colony","Inc-Dec","Dec-Inc","Inc-Dec","Dec-Dec","Inc-Dec","sbd_dsr_Dec-Dec","sbd_dar_Inc-Dec","sbd_assets_noland_Dec-Inc","sbd_annualincome_Inc-Dec","1"
"350","SEM2","Middle","Kulalar","T2 in.","T1 as.","SEM","Ur","Inc-Dec","Inc-Inc","Inc-Inc","Inc-Inc","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Inc-Inc","sbd_annualincome_Inc-Dec","2"
"351","SEM20","Middle","Vanniyar","T2 in.","T1 as.","SEM","Ur","Dec-Inc","Dec-Dec","Inc-Inc","Inc-Inc","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Dec","sbd_annualincome_Dec-Inc","4"
"352","SEM22","Dalits","SC","T2 in.","T1 as.","SEM","Colony","Dec-Sta","Dec-Dec","Dec-Inc","Dec-Dec","Dec-Inc","sbd_dsr_Dec-Dec","sbd_dar_Dec-Inc","sbd_assets_noland_Dec-Dec","sbd_annualincome_Dec-Sta","3"
"353","SEM25","Dalits","SC","T2 in.","T1 as.","SEM","Colony","Dec-Inc","Inc-Inc","Inc-Inc","INC-INC","Dec-Inc","sbd_dsr_INC-INC","sbd_dar_Dec-Inc","sbd_assets_noland_Inc-Inc","sbd_annualincome_Dec-Inc","3"
"354","SEM26","Middle","Muslims","T1 in.","T1 as.","SEM","Ur","Dec-Inc","Dec-Inc","Inc-Inc","Inc-Inc","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Inc","sbd_annualincome_Dec-Inc","2"
"355","SEM27","Dalits","SC","T3 in.","T2 as.","SEM","Colony","Sta-Dec","Dec-Dec","Dec-Inc","Inc-Inc","Dec-Dec","sbd_dsr_Inc-Inc","sbd_dar_Dec-Dec","sbd_assets_noland_Dec-Dec","sbd_annualincome_Sta-Dec","4"
"356","SEM28","Middle","Muslims","T1 in.","T3 as.","SEM","Ur","Inc-Dec","Dec-Dec","Dec-Inc","Sta-Dec","Dec-Dec","sbd_dsr_Sta-Dec","sbd_dar_Dec-Dec","sbd_assets_noland_Dec-Dec","sbd_annualincome_Inc-Dec","2"
"357","SEM29","Middle","Kulalar","T3 in.","T2 as.","SEM","Ur","Dec-Inc","Inc-Inc","Inc-Inc","Inc-Inc","Dec-Inc","sbd_dsr_Inc-Inc","sbd_dar_Dec-Inc","sbd_assets_noland_Inc-Inc","sbd_annualincome_Dec-Inc","3"
"358","SEM30","Dalits","SC","T3 in.","T3 as.","SEM","Colony","Inc-Dec","Inc-Inc","Inc-Dec","Inc-Inc","Dec-Dec","sbd_dsr_Inc-Inc","sbd_dar_Dec-Dec","sbd_assets_noland_Inc-Inc","sbd_annualincome_Inc-Dec","2"
"359","SEM31","Dalits","SC","T1 in.","T3 as.","SEM","Colony","Inc-Dec","Inc-Inc","Inc-Inc","Inc-Inc","Dec-Dec","sbd_dsr_Inc-Inc","sbd_dar_Dec-Dec","sbd_assets_noland_Inc-Inc","sbd_annualincome_Inc-Dec","2"
"360","SEM32","Middle","Kulalar","T3 in.","T2 as.","SEM","Ur","Sta-Dec","Inc-Inc","Inc-Dec","Dec-Dec","Inc-Dec","sbd_dsr_Dec-Dec","sbd_dar_Inc-Dec","sbd_assets_noland_Inc-Inc","sbd_annualincome_Sta-Dec","1"
"361","SEM34","Dalits","SC","T2 in.","T3 as.","SEM","Colony","Inc-Dec","DEC-INC","Inc-Inc","Inc-Inc","Inc-Dec","sbd_dsr_Inc-Inc","sbd_dar_Inc-Dec","sbd_assets_noland_DEC-INC","sbd_annualincome_Inc-Dec","1"
"362","SEM35","Middle","Muslims","T2 in.","T1 as.","SEM","Ur","Inc-Dec","Inc-Inc","Inc-Inc","Inc-Inc","Dec-Dec","sbd_dsr_Inc-Inc","sbd_dar_Dec-Dec","sbd_assets_noland_Inc-Inc","sbd_annualincome_Inc-Dec","2"
"363","SEM36","Dalits","SC","T3 in.","T3 as.","SEM","Colony","Sta-Dec","Dec-Dec","Dec-Inc","Dec-Inc","Dec-Inc","sbd_dsr_Dec-Inc","sbd_dar_Dec-Inc","sbd_assets_noland_Dec-Dec","sbd_annualincome_Sta-Dec","3"
"364","SEM37","Upper","Rediyar","T3 in.","T3 as.","SEM","Ur","Dec-Sta","Dec-Dec","Inc-Dec","Dec-Inc","Dec-Dec","sbd_dsr_Dec-Inc","sbd_dar_Dec-Dec","sbd_assets_noland_Dec-Dec","sbd_annualincome_Dec-Sta","3"
"365","SEM39","Dalits","SC","T1 in.","T1 as.","SEM","Colony","Inc-Dec","Dec-Inc","Inc-Inc","Inc-Inc","Dec-Dec","sbd_dsr_Inc-Inc","sbd_dar_Dec-Dec","sbd_assets_noland_Dec-Inc","sbd_annualincome_Inc-Dec","2"
"366","SEM40","Middle","Muslims","T1 in.","T1 as.","SEM","Ur","Dec-Inc","Inc-Inc","Inc-Dec","Sta-Dec","Inc-Dec","sbd_dsr_Sta-Dec","sbd_dar_Inc-Dec","sbd_assets_noland_Inc-Inc","sbd_annualincome_Dec-Inc","1"
"367","SEM41","Middle","Kulalar","T2 in.","T1 as.","SEM","Ur","Sta-Dec","Inc-Inc","Inc-Inc","Inc-Inc","Dec-Dec","sbd_dsr_Inc-Inc","sbd_dar_Dec-Dec","sbd_assets_noland_Inc-Inc","sbd_annualincome_Sta-Dec","2"
"368","SEM42","Dalits","SC","T2 in.","T3 as.","SEM","Colony","Dec-Inc","Dec-Inc","Dec-Inc","Dec-Dec","Dec-Dec","sbd_dsr_Dec-Dec","sbd_dar_Dec-Dec","sbd_assets_noland_Dec-Inc","sbd_annualincome_Dec-Inc","2"
"369","SEM43","Middle","Muslims","T3 in.","T3 as.","SEM","Ur","Dec-Inc","Inc-Inc","Inc-Dec","Dec-Dec","Dec-Dec","sbd_dsr_Dec-Dec","sbd_dar_Dec-Dec","sbd_assets_noland_Inc-Inc","sbd_annualincome_Dec-Inc","2"
"370","SEM44","Upper","Naidu","T1 in.","T1 as.","SEM","Ur","Dec-Inc","DEC-INC","Inc-Inc","Dec-Dec","Inc-Dec","sbd_dsr_Dec-Dec","sbd_dar_Inc-Dec","sbd_assets_noland_DEC-INC","sbd_annualincome_Dec-Inc","1"
"371","SEM45","Dalits","SC","T2 in.","T1 as.","SEM","Colony","Inc-Dec","Dec-Inc","Inc-Inc","Dec-Dec","Dec-Dec","sbd_dsr_Dec-Dec","sbd_dar_Dec-Dec","sbd_assets_noland_Dec-Inc","sbd_annualincome_Inc-Dec","2"
"372","SEM46","Dalits","SC","T2 in.","T2 as.","SEM","Colony","Inc-Dec","Inc-Inc","Inc-Inc","Dec-Dec","Inc-Inc","sbd_dsr_Dec-Dec","sbd_dar_Inc-Inc","sbd_assets_noland_Inc-Inc","sbd_annualincome_Inc-Dec","2"
"373","SEM47","Middle","Vanniyar","T1 in.","T1 as.","SEM","Ur","Inc-Dec","Dec-Inc","Dec-Inc","Inc-Inc","Dec-Inc","sbd_dsr_Inc-Inc","sbd_dar_Dec-Inc","sbd_assets_noland_Dec-Inc","sbd_annualincome_Inc-Dec","3"
"374","SEM48","Upper","Chettiyar","T2 in.","T3 as.","SEM","Ur","Inc-Dec","Dec-Inc","Inc-Inc","Dec-Dec","Inc-Inc","sbd_dsr_Dec-Dec","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Inc","sbd_annualincome_Inc-Dec","2"
"375","SEM49","Dalits","SC","T3 in.","T1 as.","SEM","Colony","Sta-Dec","Inc-Inc","Inc-Inc","INC-INC","Inc-Inc","sbd_dsr_INC-INC","sbd_dar_Inc-Inc","sbd_assets_noland_Inc-Inc","sbd_annualincome_Sta-Dec","4"
"376","SEM5","Dalits","SC","T2 in.","T1 as.","SEM","Colony","Inc-Dec","Inc-Inc","Inc-Inc","INC-INC","Inc-Inc","sbd_dsr_INC-INC","sbd_dar_Inc-Inc","sbd_assets_noland_Inc-Inc","sbd_annualincome_Inc-Dec","4"
"377","SEM51","Dalits","SC","T3 in.","T1 as.","SEM","Colony","Sta-Dec","Inc-Inc","Dec-Inc","INC-INC","Dec-Inc","sbd_dsr_INC-INC","sbd_dar_Dec-Inc","sbd_assets_noland_Inc-Inc","sbd_annualincome_Sta-Dec","4"
"378","SEM52","Dalits","SC","T3 in.","T1 as.","SEM","Colony","Sta-Dec","Inc-Inc","Inc-Inc","INC-INC","Dec-Inc","sbd_dsr_INC-INC","sbd_dar_Dec-Inc","sbd_assets_noland_Inc-Inc","sbd_annualincome_Sta-Dec","4"
"379","SEM6","Dalits","SC","T3 in.","T3 as.","SEM","Colony","Inc-Dec","Dec-Dec","Inc-Dec","Inc-Inc","Inc-Inc","sbd_dsr_Inc-Inc","sbd_dar_Inc-Inc","sbd_assets_noland_Dec-Dec","sbd_annualincome_Inc-Dec","4"
